Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
1118;El Resurgir del Dragón: Armonía en la Tormenta;9.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
1119;Los gules del Miskatonic;19.95;Disponible;;;;;de 14 a 18 años;;;228 x 156 x 29 mm;;Edge Entertainment;;;Español;
1120;Por la Reina;15.99;Disponible;;;Cuentos;Cooperativo, Experiencia, Narrativo;de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;30 - 120 min;105 x 150 x 35 mm;Fácil;Asmodée;Alta;Preguntas y respuestas;Español;
1121;Pathfinder, La corona de carroña 6: sombras de la espira del patíbulo;0;No está disponible;;;Espada y Brujería;;de 14 a 18 años;;;Libreto 92 pág.;Difícil;Devir;Alta;Exploración y Aventura;Español;
1122;Pathfinder, La corona de carroña 5: Cenizas al amanecer;15.15;Disponible;;;Espada y Brujería;;de 14 a 18 años;;;Libreto 92 pág.;Difícil;Devir;Alta;Exploración y Aventura;Español;
1123;Los Buscaduendes;0;No está disponible;Álvaro Corcín, Patricia de Blas;;Espada y Brujería;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60 min;250 x 250 x 50 mm;Medio;Nosolorol;Alta;Exploración y Aventura;Español;
1124;La Leyenda de los Cinco Anillos: Tapete Soberana de los Cinco Vientos, Clan Unicornio;9.57;Disponible;;;;;;;;470 x 90 x 55 mm.;;Fantasy Flight;;;;
1125;Pathfinder, La corona de carroña 3: Luna rota;15.15;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Devir;;;;
1126;Pathfinder, La corona de carroña 1: Las apariciones de piedra atormentada;15.15;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;92 páginas;;Devir;;;;
1127;Star Wars: La Era de la Rebelión - Asalto a Arda I;29.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1128;Hollowpoint;13.31;Disponible;;;;;;;;;;;;;Español;
1129;Juega Sucio;15.2;Disponible;;;;;;;;264 páginas;;;;;;
1130;Cthulhu Apocalipsis;34.95;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;216 páginas;;Edge Entertainment;;;;
1131;El Resurgir del Dragón: Los Gigantes de Xarkaz ;9.6;Disponible;;;Fantasía;;;;;;;Nosolorol;;;;
1132;Eclipse Phase;47.45;Disponible;;;Ciencia Ficción;;de 14 a 18 años, más de 18 años;;;215 x 273 x 10;;Edge Entertainment;;;;
1133;Pathfinder, La corona de carroña 4: La estela del vigilante;15.15;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Devir;;;;
1134;El baile de los condenados;19.95;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;320 páginas;;Edge Entertainment;;;;
1135;Horizontes lejanos - Star Wars: Al filo del imperio;29.95;Disponible;;;TV/Series/Cine;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1136;V20: Companion;18.99;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1137;Pendragón: Manual de Damas y Caballeros;23.74;Disponible;;;;;;;;;;Nosolorol;;;;
1138;Fate Acelerado;5;Disponible;;;;;;;;;;ConBarba;Alta;;Español;
1139;Ninja All Stars: Yagyu Jubei;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90;;;Edge Entertainment;;;Español;
1140;Star Wars, Imperial Assault: El Gran Inquisidor;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1141;The Others: Equipo Delta;0;No está disponible;;;;;;2, 3, 4, 5;;;;Edge Entertainment;;;;
1142;The Others Los siete pecados;0;No está disponible;Eric M. Lang;172047;Ciencia Ficción, Terror;;de 14 a 18 años;2, 3, 4, 5;90 min;300 x 300 x 105 mm;Medio;Edge Entertainment;Media;Crawler;Español;7,38189
1143;The Others: Apocalipsis;0;No está disponible;;186076;;;;2, 3, 4, 5;;;;Edge Entertainment;;;;7,90265
1144;The Others: Equipo Gamma;0;No está disponible;;;;;;2, 3, 4, 5;;;;Edge Entertainment;;;;
1145;The Others: Gula;0;No está disponible;;;;;;2, 3, 4, 5;;;;Edge Entertainment;;;;
1146;Ninja All Stars: Clan Ika;0;No está disponible;;216212;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90;;;Edge Entertainment;;;;7,3
1147;Descent: Viaje a las tinieblas / Zarihell;0;No está disponible;;181826;;;de 14 a 18 años;2, 3, 4, 5;120;;;Edge Entertainment;;;;7,80987
1148;Zombicide Black Plague: Special Guest: Gipi;0;No está disponible;;179391;;;de 10 a 14 años, de 14 a 18 años;;;130 x 220 x 37 cm.;;Edge Entertainment;;;;7,62653
1149;Star Wars X-Wing: Sombras alargadas;39.95;Disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años, más de 18 años;2, 3, 4;30 - 45 minutos;;;Edge Entertainment;;LCG;Español;
1150;Special Guest: Jovem Nerd / Zombicide Black Plague;0;No está disponible;;;;;;;;130 x 220 x 37 cm.;;Edge Entertainment;;;;
1151;Special Guest: Paolo Parente / Zombicide Black Plague;0;No está disponible;;;;;;;;130 x 220 x 37 cm.;;Edge Entertainment;;;;
1152;Special Guest: Edouard  Guiton / Zombicide Black Plague;0;No está disponible;;;;;;;;130 x 220 x 37 cm.;;Edge Entertainment;;;;
1153;Zombicide Black Plague: Notorious Plagued Characters #1;0;No está disponible;;;;;;;;300 x 165 x 40 mm.;;Edge Entertainment;;;;
1154;Special Guest: Stefan Kopinski / Zombicide Black Plague;0;No está disponible;;;;;;;;130 x 220 x 37 cm.;;Edge Entertainment;;;;
1155;Zombicide: Black Plague Hero Box #1;0;No está disponible;;179186;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6;60;270 x 165 x 40 mm.;;Edge Entertainment;;;;7,89076
1156;Star Wars: Imperial Assault - Contrabandista de la Alianza;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;140 x 155 x 80 mm;;Edge Entertainment;;;Español;
1157;Espíritu - Star Wars: X-Wing;0;No está disponible;;;;;;;;311 x 203 x 102 mm.;;Edge Entertainment;;;Español;
1158;Star Wars Armada - Destructor estelar, clase Gladiador;0;No está disponible;;169018;;;de 14 a 18 años;2;120 minutos;;;Edge Entertainment;;;Español;7,96913
1159;Charterstone: Recursos realistas;27;Disponible;;;;;;;;;;Maldito Games;Media;;Español;
1160;Charterstone;63;Disponible;Jamei Stegmaier;197376;Cuentos;Familiares, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;60 min;295 x 295 x 95 mm;Medio;Maldito Games;Media;Gestión de recursos, Legacy;Español;7,37139
1161;Star Wars Legión: Soldados exploradores;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;180;205 x 165 x 65 mm;Medio;Fantasy Flight;Media;Wargame;Español;
1162;Aristeia: Hexx3r Nomad Witch Skin;10.25;Disponible;;;;;;;90;;;Corvus Belli;;;;
1163;Star Wars, X-Wing: Halcón Milenario de Lando;39.95;Disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;45 min;235 x 210 x 100 mm;Medio;Fantasy Flight;Media;Wargame;Español;
1164;Star Wars, Imperial Assault: Tiranos de Lothal;0;No está disponible;Paul Winchester, Todd Michlitsch, Tony Fanchi;251066;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5;60 - 120 min;255 x 255 x 50 mm;Difícil;Edge Entertainment;Alta;Crawler;Español;8,49146
1165;Star Wars, Imperial Assault: Thrawn;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1166;Star Wars, Imperial Assault: Ezra Bridger y Kanan Jarrus;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1167;Star Wars, Imperial Assault: Hondo Ohnaka;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;120;95 x 145 x 60 mm;;Edge Entertainment;;;Español;
1168;Star Wars, Imperial Assault: Sabine Wren y Zeb Orellios;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1169;Star Wars: Imperial Assault;0;No está disponible;Corey Konieczka, Jonathan Ying, Justin Kemppainen;164153;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5;60 - 120 min.;295 x 295 x 135 mm.;Difícil;Edge Entertainment;Alta;Crawler;Español;8,01294
1170;Star Wars, Imperial Assault: Capitán Terro;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1171;Star Wars, Imperial Assault: Ahsoka Tano;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1172;Han Solo - Star Wars: Imperial Assault;0;No está disponible;;167889;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;7,99431
1173;Guerreros Wookiee - Star Wars: Imperial Assault;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;140 x 155 x 80 mm;;Edge Entertainment;;;Español;
1174;Soldados de la Base Eco (Star Wars: Imperial Assault);0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;140 x 152 x 76 mm;;Edge Entertainment;;;Español;
1175;Star Wars, Imperial Assault: Luke Skywalker, Caballero Jedi;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;145 x 95 x 65 mm;;Edge Entertainment;;;Español;
1176;Star Wars, Imperial Assault: Pack de Villano Maul;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1177;Campeón de la Guardia Real - Star Wars: Imperial Assault;0;No está disponible;;283129;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;0
1178;Chewbacca - Star Wars: Imperial Assault;0;No está disponible;;175213;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;8,15381
1179;Regreso a Hoth (Star Wars: Imperial Assault);0;No está disponible;Paul Winchester;311081;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5;60 - 120 min.;295 x 295 x 70 mm.;Difícil;Edge Entertainment;Alta;Crawler;Español;0
1180;Star Wars, Imperial Assault: Agente Blaise;0;No está disponible;;325319;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;8
1181;Star Wars, Imperial Assault: Hera Syndulla y C1-10P;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1182;Star Wars, Imperial Assault: Jabba, el Hutt;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1183;Soldados rebeldes - Star Wars: Imperial Assault;0;No está disponible;;283141;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;
1184;Asesinos a sueldo - Star Wars: Imperial Assault;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;140 x 155 x 80 mm;;Edge Entertainment;;;Español;
1185;El Gambito de Bespin (Star Wars: Imperial Assault);0;No está disponible;Paul Winchester, Todd Michlitsch;315097;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5;60 - 120 min.;250 x 250 x 50 mm.;Difícil;Edge Entertainment;Alta;Crawler;Español;0
1186;Star Wars, Imperial Assault: Greedo;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1187;Star Wars, Imperial Assault: Guardas de la Alianza;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1188;Star Wars, Imperial Assault: Emperador Palpatine;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1189;IG-88 - Star Wars: Imperial Assault;0;No está disponible;;167885;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;7,87486
1190;Soldados de asalto - Star Wars: Imperial Assault;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;140 x 155 x 80;;Edge Entertainment;;;Español;
1191;Dengar, Asesino despiadado (Star Wars: Imperial Assault);0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;;79 x 140 x 60 mm;;Edge Entertainment;;;Español;
1192;Star Wars, Imperial Assault: Obi-Wan Kenobi, Caballero Jedi;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;
1193;Star Wars, Imperial Assault: El reino de Jabba;0;No está disponible;Paul Winchester, Todd Michlitsch;205900;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2, 3, 4, 5;60 - 120 min.;295 x 295 x 70 mm.;Difícil;Edge Entertainment;Alta;Crawler;Español;8,54565
1194;Star Wars, Imperial Assault: Tablero de escaramuza del Palacio de Jabba;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;66x66 cm.;;Fantasy Flight;;;Español;
1195;Saboteadores rebeldes - Star Wars: Imperial Assault;0;No está disponible;;283140;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;0
1196;Star Wars, Imperial Assault: Bossk ;0;No está disponible;;194900;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;95 x 145 x 65 mm;;Edge Entertainment;;;Español;8,07316
1197;Star Wars, Imperial Assault: BT-1 y 0-0-0;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5;60 - 120;155 x 145 x 80 mm;;Edge Entertainment;;;Español;
1198;Aristeia: Soldiers of Fortune;0;No está disponible;;230889;;;;;90;;;Corvus Belli;;;;8,35595
1199;'''Aristeia! Core Collector''''s Limited Edition''';0;No está disponible;Alberto Abal, David Rosillo, Jesús Fuster;230889;Ciencia Ficción, Deportes;;de 14 a 18 años;2;60 - 90 min;310 x 310 x 120 mm;Medio;Corvus Belli;;;;8,35595
1200;Aristeia! Dice Pack - 14 dados personalizados;0;No está disponible;;230889;;;;;90;;;Corvus Belli;;;;8,35595
1201;Aristeia!;0;No está disponible;Alberto Abal, David Rosillo, Jesús Fuster;230889;Ciencia Ficción, Deportes;;de 14 a 18 años;2;60 - 90 min;305 x 305 x 75 mm;Medio;Corvus Belli;Poca;;Español;8,35595
1202;Star Wars Legión: Soldados de la flota;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;180 min;205 x 165 x 65 mm;Medio;Fantasy Flight;Media;Wargame;Español;
1203;Star Wars Legión: Soldados de las nieves;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;180;205 x 165 x 65 mm;Medio;Fantasy Flight;Media;Wargame;Español;
1204;Star Wars: Armada / Quimera;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;120 min.;310 x 200 x 100 mm.;Difícil;Fantasy Flight;Media;Wargame;Español;
1205;Star Wars Armada - Fragata Nebulon-B;0;No está disponible;;168929;;;de 14 a 18 años;2;120 minutos;;;Edge Entertainment;;;Español;7,65637
1206;Portacazas de Asalto Imperiales (Star Wars: Armada);0;No está disponible;;;;;de 14 a 18 años;2;120;170 x 120 x 70 mm;;Edge Entertainment;;;;
1207;Star Wars Armada - Escuadrones de cazas rebeldes;0;No está disponible;;169019;;;de 14 a 18 años;2;120 minutos;;;Edge Entertainment;;;Español;8,04123
1208;Interdictor (Star Wars: Armada);0;No está disponible;;201038;;;de 14 a 18 años;2;120;;;Edge Entertainment;;;;8,23193
1209;Star Wars Armada - Corbeta Corelliana CR90;0;No está disponible;;168928;;;de 14 a 18 años;2;120 minutos;;;Edge Entertainment;;;Español;7,85164
1210;Star Wars: Armada / Crucero Ligero Imperial;0;No está disponible;;;;;de 14 a 18 años;2;120;130 x 75 x 173 mm;;Edge Entertainment;;;;
1211;Libertad (Star Wars: Armada);0;No está disponible;;;;;de 14 a 18 años;2;120;;;Edge Entertainment;;;;
1212;Star Wars: Armada - Trazador de rumbo;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;;
1213;Star Wars: Armada / Profundidad;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años;2;120 min.;280 x 185 x 100 mm.;Difícil;Fantasy Flight;Media;Wargame;Español;
1214;Runebound: Vínculos inquebrantables;0;No está disponible;Lukas Litzsinger, Tony Fanchi;225275;Espada y Brujería;;de 14 a 18 años;1, 2, 3, 4;60 - 120 min.;255 x 255 x 55 mm.;Difícil;Fantasy Flight;Alta;Exploración y Aventura;Español;8,22711
1215;Runebound: Atrapados en una telaraña;0;No está disponible;;198942;Espada y Brujería;;de 14 a 18 años;2, 3, 4;120 - 240 min.;170 x 125 x 45 mm.;Difícil;Fantasy Flight;Alta;Exploración y Aventura;Español;7,77999
1216;Runebound: Las montañas se rebelan;10.68;Disponible;;201630;Espada y Brujería;;de 14 a 18 años;2, 3, 4;120 - 180 min.;125 x 170 x 45 mm.;Difícil;Fantasy Flight;Alta;Exploración y Aventura;Español;7,77521
1217;Runebound Tercera Edición;0;No está disponible;Lukas Litzsinger;181530;Espada y Brujería;;de 14 a 18 años;2, 3, 4;120 - 180 min.;295 x 295 x 70 mm.;Difícil;Edge Entertainment;Alta;Exploración y Aventura;Español;7,50704
1218;Scythe: Art Book;28.5;Disponible;;;;;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;90 - 140;;;Maldito Games;;;;
1219;Scythe: Monedas metálicas;0;No está disponible;;;;;;;;;;Maldito Games;;;;
1220;Scythe: monedas $50 (x7);0;No está disponible;;;;;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;90 - 140;;;Maldito Games;;;;
1221;Scythe: monedas $2 (x15);4.5;Disponible;;;;;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;90 - 140;;;Maldito Games;;;;
1222;Scythe: Extensión de tablero;0;No está disponible;;;;;;;;;;Maldito Games;;;;
1223;Scythe;0;No está disponible;Jamei Stegmaier;169786;Ciencia Ficción, Historia;;de 14 a 18 años;1, 2, 3, 4, 5;115 min.;360 x 295 x 100 mm;Medio;Maldito Games;Media;4X, Gestión de recursos;Español;8,23619
1224;Scythe: El Auge de Fenris;49.5;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;150;;;Maldito Games;;;;
1225;Scythe: Encuentros;13.5;Disponible;;262151;;;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;;120 x 95 x 30 mm;Medio;Maldito Games;Media;;Español;8,08324
1226;Scythe: 3 Diales de poder promocionales;4.5;No está disponible;;;;;;;;;;;;;;
1227;Pack adicional Automa Scythe;0;No está disponible;;;;;;;;;;Maldito Games;;;;
1228;Scythe: 2 Diales de poder promocionales;4.5;Disponible;;;;;;;;;;;;;;
1229;Runewars: Uthuk Y’llan, Expansión de ejército;24.58;Disponible;;;;;de 14 a 18 años;2;;280 x 285 x 90 mm;;Fantasy Flight;;;;
1230;Rum & Bones - Bone Devils Heroes Set 1;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5, 6;60;;;Edge Entertainment;;;Español;
1231;Rum & Bones - Set de Monedas;0;No está disponible;;168788;;;de 14 a 18 años;2, 3, 4, 5, 6;60;;;Edge Entertainment;;;Español;6,96959
1232;Super Dungeon Explore: Capitán Barbapocha;0;No está disponible;;;;;;;;;;Edge Entertainment;Poca;;Español;
1233;Super Dungeon Explore: Heraldo de Vulcanis;0;No está disponible;;;;;;;;;;Edge Entertainment;Poca;;Español;
1234;Zombicide: VIP: Very Infected People #1;24.95;Disponible;;161938;;;de 14 a 18 años;;;300 x 163 x 38 mm;;Edge Entertainment;;;Español;7,2553
1235;Ninja All Stars: Yobuko;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90;;;Edge Entertainment;;;Español;
1236;Star Wars X-Wing: Saltador Quad;14.95;Disponible;;;Ciencia Ficción, TV/Series/Cine;;de 14 a 18 años, más de 18 años;2;120 minutos;;;Edge Entertainment;;LCG;Español;
1237;Ninja All Stars: Hanzo;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90;;;Edge Entertainment;;;Español;
1238;Super Dungeon Explore: La ciénaga de los zombies;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;120;233 x 155 x 75 mm;;Edge Entertainment;;;Español;
1239;Super Dungeon Explore: Ser Cepo;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;120;64 x 124 x 40 mm;;Edge Entertainment;;;Español;
1240;Super Dungeon Explore: La mansión embrujada de Von Drakk - Módulos de mazmorra;0;No está disponible;;180085;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;120;330 x 310 x 40 mm;;Edge Entertainment;;;Español;7,79286
1241;Root.;49.5;No está disponible;Cole Wehrle;237182;Animales;Para 2, Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;90 min;290 x 225 x 70 mm;Medio;2 Tomatoes;Media;Conquista de territorio;Español;8,10845
1242;Root: Expansión los ribereños;34.2;No está disponible;Cole Wehrle;241386;Animales;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;90 min;290 x 225 x 50 mm;Medio;2 Tomatoes;Media;Conquista de territorio;Español;8,47191
1243;Dados Zombie;12.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;20;;;Edge Entertainment;;;Español;
1244;Rail Raiders Infinite: Whistlin Pete;0;No está disponible;;;;;de 14 a 18 años;2, 3, 4;30;110 x 154 x 35 mm;;Edge Entertainment;;;;
1245;Star Wars Legión: Soldados de asalto;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;;;;;Medio;Fantasy Flight;Media;LCG;Español;
1246;Hora de Aventuras: Blister de dados del Rey Hielo;9.12;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2;;;;Nosolorol;;;;
1247;Star Wars X-Wing: Pilotos de Fortuna;29.95;Disponible;;;;;de 14 a 18 años;2;120 minutos;245 x 164 x 64 mm;;Fantasy Flight;;;Español;
1248;Tapete de Juego de Tronos: Casa Lannister;0;No está disponible;;;;;;;;470 x 88 x 60 mm;;Fantasy Flight;;;;
